Időpont;Letöltés;Letöltés %;Feltöltés;Feltöltés %;Válaszidő;Csomagvesztés
2024.01.31 3:30;906.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.01.31 4:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.01.31 5:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.01.31 6:30;907.07 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.01.31 7:30;877.82 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.01.31 8:30;812.02 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.01.31 9:30;877.59 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.01.31 10:30;885.82 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.01.31 11:30;892.33 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.01.31 12:30;864.80 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.01.31 13:30;779.69 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.01.31 14:30;798.31 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.01.31 15:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.01.31 15:36;775.00 Mbps;78%;319.82 Mbps;107%;2 msec.;1
2024.01.31 16:30;815.90 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.01.31 17:30;775.12 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.01.31 18:30;858.29 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.01.31 19:30;866.74 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.01.31 20:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.01.31 20:36;778.43 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.01.31 21:30;776.95 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.01.31 22:30;775.92 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.01.31 23:30;810.19 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.01 0:30;807.22 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.01 1:30;794.88 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.01 3:30;748.39 Mbps;75%;325.06 Mbps;108%;2 msec.;1
2024.02.01 4:30;800.37 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.01 5:30;760.84 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2024.02.01 6:30;785.74 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.01 7:30;824.24 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.01 8:30;766.09 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2024.02.01 9:30;833.38 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.01 10:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.02.01 10:36;803.79 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.01 11:30;798.19 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.01 12:30;753.76 Mbps;75%;325.06 Mbps;108%;2 msec.;1
2024.02.01 13:30;760.61 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2024.02.01 14:30;697.78 Mbps;70%;325.06 Mbps;108%;2 msec.;1
2024.02.01 15:30;851.89 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.01 16:30;813.05 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.01 17:30;856.34 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.01 18:30;840.46 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.01 19:30;884.22 Mbps;88%;319.82 Mbps;107%;2 msec.;1
2024.02.01 20:30;886.05 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.01 21:30;875.54 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.01 23:30;873.02 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.02 0:30;886.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.02 1:30;860.11 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.02 2:30;903.52 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.02 3:30;895.41 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.02 4:30;863.88 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.02 5:30;861.03 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.02 6:30;874.85 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.02 7:30;877.02 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.02 8:30;853.72 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.02 9:30;858.17 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.02 11:30;735.93 Mbps;74%;325.06 Mbps;108%;2 msec.;1
2024.02.02 12:30;776.95 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.02 13:30;854.52 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.02 14:30;806.42 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.02 15:30;829.27 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.02 16:35;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.02.02 16:42;828.47 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.02 17:30;857.37 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.02 18:30;892.44 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.02 19:30;874.16 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.02 20:30;887.53 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2024.02.02 21:30;848.00 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.02 22:30;851.66 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.02 23:30;887.30 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 0:30;885.93 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 1:30;899.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.03 2:30;879.19 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.03 3:30;878.85 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.03 4:30;841.49 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.03 5:30;890.39 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 6:30;842.06 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.03 7:30;873.94 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.03 9:30;836.24 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.03 10:30;888.67 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 11:30;855.43 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.03 12:30;871.99 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.03 13:30;865.14 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.03 14:30;870.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.03 15:30;897.24 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.03 16:30;894.96 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2024.02.03 17:30;877.71 Mbps;88%;319.82 Mbps;107%;2 msec.;1
2024.02.03 18:30;894.84 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 19:30;894.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 20:30;855.89 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.03 21:30;856.80 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.03 22:30;890.27 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.03 23:30;844.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.04 0:30;850.97 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.04 1:30;898.61 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.04 2:30;822.76 Mbps;82%;325.06 Mbps;108%;3 msec.;1
2024.02.04 3:30;899.53 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.04 4:30;843.66 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.04 5:30;892.90 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.04 6:30;870.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.04 8:30;886.73 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.04 9:30;839.44 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.04 10:30;860.34 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.04 11:30;840.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.04 12:30;888.56 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.04 13:30;877.25 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.04 14:30;896.56 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.04 15:30;885.25 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.04 16:30;859.20 Mbps;86%;319.82 Mbps;107%;2 msec.;1
2024.02.04 17:30;893.70 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2024.02.04 18:30;853.03 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.04 19:30;850.97 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.04 20:30;890.73 Mbps;89%;319.82 Mbps;107%;2 msec.;1
2024.02.04 21:30;897.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.04 22:30;876.91 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.04 23:30;799.22 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.05 0:30;849.15 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.05 1:30;901.70 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.05 2:30;903.52 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.05 3:30;856.91 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.05 4:30;883.19 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.05 6:30;883.99 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.05 7:30;887.42 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.05 8:30;819.10 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.05 9:30;821.73 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.05 10:30;875.31 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.05 11:30;885.70 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.05 12:30;876.34 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.05 13:30;867.42 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.05 14:30;885.70 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.05 16:30;885.82 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.05 17:30;885.82 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.05 18:30;852.80 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.05 19:30;792.03 Mbps;79%;319.82 Mbps;107%;2 msec.;1
2024.02.05 20:30;843.21 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.05 21:30;858.17 Mbps;86%;319.82 Mbps;107%;2 msec.;1
2024.02.05 22:30;854.74 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.05 23:30;898.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.06 0:30;889.82 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.06 2:30;901.13 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.06 3:30;876.68 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.06 4:30;869.59 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.06 5:30;864.80 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.06 6:30;887.87 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.06 7:30;811.33 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.06 8:30;792.60 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.06 9:30;787.91 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.06 10:30;782.54 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.06 11:30;800.59 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.06 12:30;805.28 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.06 13:30;796.48 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.06 14:30;834.52 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.06 15:30;804.94 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.06 16:30;843.89 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.06 17:30;841.38 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.06 18:30;782.09 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.06 19:30;784.83 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.06 20:30;725.65 Mbps;73%;325.06 Mbps;108%;2 msec.;1
2024.02.06 21:30;802.88 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.06 22:30;809.16 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.06 23:30;788.71 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.07 0:30;783.57 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.07 1:30;844.12 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.07 2:30;816.47 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.07 3:30;833.27 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.07 4:30;830.64 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.07 5:30;807.11 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.07 6:30;775.12 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2024.02.07 7:30;833.04 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.07 8:30;799.22 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.07 9:30;800.59 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.07 10:30;897.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.07 11:30;903.41 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.07 12:30;894.38 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.07 13:30;859.43 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.07 14:30;821.04 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.07 15:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.07 16:30;874.28 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.07 17:30;828.47 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.07 18:30;816.36 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.07 19:30;857.37 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.07 20:30;879.53 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.07 21:30;870.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.07 22:30;852.12 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.08 0:30;861.94 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.08 1:30;840.12 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.08 2:30;841.26 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.08 3:30;850.06 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.08 5:30;850.06 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.08 6:30;892.67 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.08 7:30;796.25 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.08 8:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 9:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 10:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 11:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 12:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 13:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.08 14:30;859.08 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.08 15:30;820.47 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.08 16:30;874.51 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.08 17:30;859.31 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.08 18:30;803.68 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2024.02.08 19:30;821.27 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.08 20:30;843.55 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.08 21:30;871.77 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.08 22:30;822.30 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.08 23:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.02.08 23:36;861.94 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.09 0:30;841.26 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.09 1:30;854.86 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.09 2:30;867.88 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.09 3:30;842.41 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.09 4:30;846.75 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.09 5:30;844.12 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.09 6:30;836.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.09 7:30;861.26 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.09 11:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 12:30;895.30 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.09 13:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.02.09 13:36;913.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 14:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 15:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 16:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 17:30;904.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.09 18:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 19:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 20:30;907.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 21:30;915.06 Mbps;92%;325.06 Mbps;108%;2 msec.;1
2024.02.09 22:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.09 23:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 0:30;912.43 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 1:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 2:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 3:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 4:30;900.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.10 5:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 6:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 7:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 8:30;915.06 Mbps;92%;325.06 Mbps;108%;2 msec.;1
2024.02.10 9:30;905.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 10:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 11:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 12:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 13:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.10 14:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 16:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 17:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 18:30;906.61 Mbps;91%;325.06 Mbps;108%;3 msec.;1
2024.02.10 19:30;913.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 20:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 21:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 22:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.10 23:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 0:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 1:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 2:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.11 3:30;901.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.11 4:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 5:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 6:30;907.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 7:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 8:30;913.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 9:30;914.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 10:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 11:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 12:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 13:30;907.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 14:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 15:30;911.29 Mbps;91%;319.82 Mbps;107%;2 msec.;1
2024.02.11 16:30;884.67 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2024.02.11 17:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 18:36;898.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.11 19:30;905.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 20:30;905.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.11 21:30;903.07 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.11 22:30;894.61 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.12 0:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 1:30;904.73 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.12 3:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 4:30;898.04 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.12 5:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 6:30;909.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 7:30;907.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 8:30;854.74 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.12 10:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 11:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 12:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 13:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 14:30;846.63 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.12 15:30;900.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.12 16:30;906.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.12 18:30;819.56 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.12 19:30;860.00 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.12 20:30;833.95 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.12 21:30;860.80 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2024.02.12 22:30;891.19 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.12 23:30;819.33 Mbps;82%;325.06 Mbps;108%;3 msec.;1
2024.02.13 0:30;824.70 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.13 1:30;852.57 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.13 2:30;851.66 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.13 3:30;807.45 Mbps;81%;325.06 Mbps;108%;2 msec.;1
2024.02.13 4:30;834.41 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2024.02.13 5:30;868.22 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.13 6:30;839.32 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.13 7:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 8:30;871.54 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2024.02.13 10:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 11:30;824.81 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2024.02.13 12:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 13:30;901.13 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2024.02.13 14:30;887.19 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.13 15:30;891.07 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.13 16:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 17:30;848.80 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2024.02.13 18:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 19:30;840.01 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.13 20:30;844.92 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2024.02.13 21:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2024.02.13 21:43;911.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.13 22:30;789.74 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2024.02.13 23:30;891.19 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2024.02.14 0:30;905.47 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.14 1:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.14 2:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2024.02.14 3:30;888.22 Mbps;89%;325.06 Mbps;108%;2 msec.;1
