Időpont;Letöltés;Letöltés %;Feltöltés;Feltöltés %;Válaszidő;Csomagvesztés
2023.07.11 6:30;907.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 7:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 8:30;907.07 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 9:30;913.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 10:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 11:30;899.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.11 12:30;906.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 13:30;904.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.11 14:30;900.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.11 15:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 16:30;905.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 18:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.11 19:30;900.33 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.11 20:30;889.36 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.11 21:30;873.02 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.11 22:30;905.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.11 23:30;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.12 0:30;891.64 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 1:30;905.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 2:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 3:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 4:30;892.79 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 5:30;901.70 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.12 6:30;890.73 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 7:30;892.67 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 8:30;900.55 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.12 9:30;840.92 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.07.12 10:30;883.08 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.12 11:30;890.96 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 12:30;885.82 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 13:30;888.90 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 14:30;887.64 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.12 15:30;879.08 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.12 16:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 17:30;910.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 18:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 19:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.12 20:30;859.08 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.07.12 21:30;897.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.12 22:30;879.31 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.13 0:30;893.01 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 1:30;890.62 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 2:30;886.39 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 3:30;880.22 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.13 4:30;889.47 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 5:30;884.45 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.13 6:30;868.91 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.13 7:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 8:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 9:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 10:30;892.44 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 11:30;892.44 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 12:30;896.44 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.13 13:30;840.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.07.13 14:30;887.19 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.13 19:30;900.55 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.13 20:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 21:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 22:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.13 23:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 0:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 1:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 2:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 3:30;902.95 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.14 4:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 5:30;905.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 6:30;901.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.14 7:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 8:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 10:30;909.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 11:30;897.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.14 12:30;906.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 13:30;907.07 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 14:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 15:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 16:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 19:30;904.44 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.14 20:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 21:30;881.82 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.14 22:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.14 23:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 0:30;905.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 1:30;906.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 2:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 3:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 5:30;902.15 Mbps;90%;319.82 Mbps;107%;2 msec.;1
2023.07.15 6:30;898.61 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.15 7:30;906.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 8:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 9:30;905.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 10:30;903.87 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.15 11:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 12:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 13:30;905.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 14:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.15 15:30;907.87 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 16:30;906.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 17:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 18:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 19:30;888.67 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.15 20:30;906.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 21:30;906.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 22:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.15 23:30;906.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 0:30;913.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 1:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 2:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.16 3:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 4:30;909.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 5:30;907.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 6:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 7:30;908.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 8:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 9:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 10:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 11:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 12:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 13:30;901.01 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.16 14:30;906.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 15:30;904.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.16 16:30;913.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 18:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 19:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 20:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 21:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 22:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.16 23:30;907.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 0:30;894.50 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.17 1:30;908.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 2:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.17 3:30;903.30 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.17 4:30;904.67 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.17 5:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 6:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 7:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 8:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 9:30;911.41 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 10:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 12:30;901.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.17 13:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 14:30;913.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 15:30;882.73 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.17 16:30;905.47 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 17:30;905.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 18:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 19:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 21:30;906.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 22:30;913.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.17 23:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 0:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 1:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 2:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 3:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 4:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 5:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 6:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 7:30;912.43 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 8:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 9:30;907.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 10:30;903.64 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.18 11:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 12:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.18 13:31;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 14:30;902.84 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.18 15:30;908.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 16:30;906.38 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 17:30;906.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 18:30;908.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.18 19:30;905.47 Mbps;91%;325.06 Mbps;108%;3 msec.;1
2023.07.18 20:30;898.84 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.18 21:30;879.53 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.18 22:30;888.44 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.18 23:30;908.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 0:30;908.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 1:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 2:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 3:30;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 4:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 5:30;913.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 6:30;914.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 7:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 8:30;910.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 9:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 10:30;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 11:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 12:30;911.86 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 13:30;915.29 Mbps;92%;325.06 Mbps;108%;2 msec.;1
2023.07.19 14:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.19 15:30;901.47 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.19 16:30;804.59 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.07.19 17:30;855.77 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.07.19 18:30;804.71 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.07.19 19:30;795.11 Mbps;80%;325.06 Mbps;108%;2 msec.;1
2023.07.19 20:30;685.21 Mbps;69%;325.06 Mbps;108%;2 msec.;1
2023.07.19 21:30;665.45 Mbps;67%;325.06 Mbps;108%;2 msec.;1
2023.07.19 22:30;793.63 Mbps;79%;325.06 Mbps;108%;3 msec.;1
2023.07.19 23:30;907.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 0:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 1:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 2:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 3:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 4:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 5:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 6:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 7:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 8:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 9:30;910.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 10:30;914.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 11:30;904.90 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.20 12:30;910.84 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 13:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 14:30;909.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 15:30;906.95 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.20 16:30;830.18 Mbps;83%;325.06 Mbps;108%;2 msec.;1
2023.07.20 17:30;0.00 Mbps; %;0.00 Mbps; %; msec.;7
2023.07.20 17:36;901.35 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.20 18:30;846.40 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.07.20 19:30;866.62 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.20 20:30;767.24 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.07.20 21:30;529.27 Mbps;53%;325.06 Mbps;108%;2 msec.;1
2023.07.20 22:30;822.53 Mbps;82%;325.06 Mbps;108%;2 msec.;1
2023.07.20 23:30;899.30 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.21 0:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 1:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 2:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 3:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 4:30;914.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 5:30;910.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 6:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 7:30;913.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 8:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 9:30;914.83 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 10:30;912.78 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 11:30;911.98 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 12:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.21 13:30;897.58 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.21 14:30;853.37 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.07.21 15:30;883.08 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.21 16:30;721.20 Mbps;72%;325.06 Mbps;108%;2 msec.;1
2023.07.21 17:30;865.37 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.21 18:30;768.72 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.07.21 19:30;783.46 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.07.21 20:30;767.81 Mbps;77%;325.06 Mbps;108%;2 msec.;1
2023.07.21 21:30;711.60 Mbps;71%;325.06 Mbps;108%;2 msec.;1
2023.07.21 22:30;847.66 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.07.21 23:30;880.90 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.22 0:30;913.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 1:30;910.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 2:30;913.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 3:30;914.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 4:30;914.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 5:30;913.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 6:30;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 7:30;913.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 8:30;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 9:30;914.26 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 10:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 11:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 12:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 13:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.22 14:30;895.53 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.22 15:30;903.18 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.22 17:30;856.57 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.07.22 18:30;790.54 Mbps;79%;325.06 Mbps;108%;2 msec.;1
2023.07.22 20:30;844.35 Mbps;84%;325.06 Mbps;108%;2 msec.;1
2023.07.22 22:30;874.85 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.22 23:30;904.78 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.23 0:30;909.12 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 1:30;911.75 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 2:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 3:30;910.72 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 4:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 5:30;908.89 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 6:30;909.92 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 7:30;905.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 8:30;912.21 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 10:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.23 11:30;902.15 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.23 12:30;898.15 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.23 13:30;896.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.23 14:30;859.66 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.07.23 15:30;860.34 Mbps;86%;325.06 Mbps;108%;2 msec.;1
2023.07.23 16:30;891.07 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.23 19:30;849.60 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.07.23 20:30;783.69 Mbps;78%;325.06 Mbps;108%;2 msec.;1
2023.07.23 21:30;718.57 Mbps;72%;325.06 Mbps;108%;2 msec.;1
2023.07.23 22:30;871.08 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.23 23:30;909.58 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 0:30;913.23 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 1:30;905.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 2:30;909.01 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 3:30;911.18 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 4:30;912.55 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 5:30;911.64 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 6:30;912.32 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 9:30;908.44 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 10:30;910.61 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 11:30;907.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 12:30;911.29 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 14:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.24 15:30;897.24 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.24 16:30;901.92 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.24 17:30;873.71 Mbps;87%;325.06 Mbps;108%;2 msec.;1
2023.07.24 18:30;892.33 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.24 19:30;851.77 Mbps;85%;325.06 Mbps;108%;2 msec.;1
2023.07.24 20:30;741.30 Mbps;74%;325.06 Mbps;108%;2 msec.;1
2023.07.24 21:30;755.93 Mbps;76%;325.06 Mbps;108%;2 msec.;1
2023.07.24 22:30;875.54 Mbps;88%;325.06 Mbps;108%;2 msec.;1
2023.07.24 23:30;904.32 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.25 0:30;905.81 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 1:30;909.24 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 2:30;912.09 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 3:30;914.15 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 4:30;911.52 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 5:30;912.66 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 6:30;913.46 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 7:30;911.06 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 8:30;913.35 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 9:30;910.49 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 10:30;909.69 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 11:30;906.04 Mbps;91%;325.06 Mbps;108%;2 msec.;1
2023.07.25 13:30;900.21 Mbps;90%;325.06 Mbps;108%;2 msec.;1
2023.07.25 16:30;894.38 Mbps;89%;325.06 Mbps;108%;2 msec.;1
2023.07.25 17:30;860.80 Mbps;86%;325.06 Mbps;108%;2 msec.;1
